"Number of daily smokers - both (IHME, GHDx (2012))",Entity,Code,Year
733520,Afghanistan,AFG,1980
720102,Afghanistan,AFG,1981
700415,Afghanistan,AFG,1982
676984,Afghanistan,AFG,1983
653812,Afghanistan,AFG,1984
634732,Afghanistan,AFG,1985
619871,Afghanistan,AFG,1986
608651,Afghanistan,AFG,1987
606307,Afghanistan,AFG,1988
619534,Afghanistan,AFG,1989
652030,Afghanistan,AFG,1990
707278,Afghanistan,AFG,1991
783101,Afghanistan,AFG,1992
869965,Afghanistan,AFG,1993
954455,Afghanistan,AFG,1994
1028533,Afghanistan,AFG,1995
1086454,Afghanistan,AFG,1996
1131993,Afghanistan,AFG,1997
1163473,Afghanistan,AFG,1998
1192680,Afghanistan,AFG,1999
1228925,Afghanistan,AFG,2000
1274895,Afghanistan,AFG,2001
1329825,Afghanistan,AFG,2002
1390046,Afghanistan,AFG,2003
1449475,Afghanistan,AFG,2004
1504433,Afghanistan,AFG,2005
1553745,Afghanistan,AFG,2006
1599691,Afghanistan,AFG,2007
1644245,Afghanistan,AFG,2008
1691957,Afghanistan,AFG,2009
1743624,Afghanistan,AFG,2010
1800309,Afghanistan,AFG,2011
1862700,Afghanistan,AFG,2012
360902,Albania,ALB,1980
371658,Albania,ALB,1981
382557,Albania,ALB,1982
393867,Albania,ALB,1983
405919,Albania,ALB,1984
418871,Albania,ALB,1985
433002,Albania,ALB,1986
448005,Albania,ALB,1987
462614,Albania,ALB,1988
474490,Albania,ALB,1989
482850,Albania,ALB,1990
487892,Albania,ALB,1991
489417,Albania,ALB,1992
488078,Albania,ALB,1993
485775,Albania,ALB,1994
483593,Albania,ALB,1995
481723,Albania,ALB,1996
475222,Albania,ALB,1997
470397,Albania,ALB,1998
465894,Albania,ALB,1999
461078,Albania,ALB,2000
455877,Albania,ALB,2001
450636,Albania,ALB,2002
434588,Albania,ALB,2003
422860,Albania,ALB,2004
426583,Albania,ALB,2005
433852,Albania,ALB,2006
443830,Albania,ALB,2007
455797,Albania,ALB,2008
469352,Albania,ALB,2009
481678,Albania,ALB,2010
494981,Albania,ALB,2011
509040,Albania,ALB,2012
1636110,Algeria,DZA,1980
1696285,Algeria,DZA,1981
1759249,Algeria,DZA,1982
1826283,Algeria,DZA,1983
1896411,Algeria,DZA,1984
1969586,Algeria,DZA,1985
2045829,Algeria,DZA,1986
2125295,Algeria,DZA,1987
2211486,Algeria,DZA,1988
2302051,Algeria,DZA,1989
2396876,Algeria,DZA,1990
2497165,Algeria,DZA,1991
2602202,Algeria,DZA,1992
2714059,Algeria,DZA,1993
2831649,Algeria,DZA,1994
2954172,Algeria,DZA,1995
3081682,Algeria,DZA,1996
3138907,Algeria,DZA,1997
3190250,Algeria,DZA,1998
3243047,Algeria,DZA,1999
3296121,Algeria,DZA,2000
3344091,Algeria,DZA,2001
3378788,Algeria,DZA,2002
3297692,Algeria,DZA,2003
3205753,Algeria,DZA,2004
3115071,Algeria,DZA,2005
3051530,Algeria,DZA,2006
2999483,Algeria,DZA,2007
2962131,Algeria,DZA,2008
2944512,Algeria,DZA,2009
2948128,Algeria,DZA,2010
3028690,Algeria,DZA,2011
3123101,Algeria,DZA,2012
7636,Andorra,AND,1980
8671,Andorra,AND,1981
9232,Andorra,AND,1982
9711,Andorra,AND,1983
10058,Andorra,AND,1984
10585,Andorra,AND,1985
11102,Andorra,AND,1986
11436,Andorra,AND,1987
11861,Andorra,AND,1988
12139,Andorra,AND,1989
12649,Andorra,AND,1990
13530,Andorra,AND,1991
14305,Andorra,AND,1992
15001,Andorra,AND,1993
15325,Andorra,AND,1994
15201,Andorra,AND,1995
15240,Andorra,AND,1996
15387,Andorra,AND,1997
15548,Andorra,AND,1998
15598,Andorra,AND,1999
15541,Andorra,AND,2000
15479,Andorra,AND,2001
15516,Andorra,AND,2002
15952,Andorra,AND,2003
16734,Andorra,AND,2004
17121,Andorra,AND,2005
17322,Andorra,AND,2006
17576,Andorra,AND,2007
17716,Andorra,AND,2008
17751,Andorra,AND,2009
17718,Andorra,AND,2010
17686,Andorra,AND,2011
17757,Andorra,AND,2012
355432,Angola,AGO,1980
368686,Angola,AGO,1981
383039,Angola,AGO,1982
397824,Angola,AGO,1983
412279,Angola,AGO,1984
425787,Angola,AGO,1985
437990,Angola,AGO,1986
448940,Angola,AGO,1987
459222,Angola,AGO,1988
470041,Angola,AGO,1989
482103,Angola,AGO,1990
495826,Angola,AGO,1991
511147,Angola,AGO,1992
528509,Angola,AGO,1993
546030,Angola,AGO,1994
562869,Angola,AGO,1995
577854,Angola,AGO,1996
593637,Angola,AGO,1997
610351,Angola,AGO,1998
628396,Angola,AGO,1999
648075,Angola,AGO,2000
670045,Angola,AGO,2001
693035,Angola,AGO,2002
717513,Angola,AGO,2003
742615,Angola,AGO,2004
767136,Angola,AGO,2005
791084,Angola,AGO,2006
814860,Angola,AGO,2007
839378,Angola,AGO,2008
865678,Angola,AGO,2009
893543,Angola,AGO,2010
923026,Angola,AGO,2011
954216,Angola,AGO,2012
2425,Antigua and Barbuda,ATG,1980
2398,Antigua and Barbuda,ATG,1981
2371,Antigua and Barbuda,ATG,1982
2313,Antigua and Barbuda,ATG,1983
2228,Antigua and Barbuda,ATG,1984
2133,Antigua and Barbuda,ATG,1985
2027,Antigua and Barbuda,ATG,1986
1926,Antigua and Barbuda,ATG,1987
1835,Antigua and Barbuda,ATG,1988
1764,Antigua and Barbuda,ATG,1989
1723,Antigua and Barbuda,ATG,1990
1711,Antigua and Barbuda,ATG,1991
1728,Antigua and Barbuda,ATG,1992
1758,Antigua and Barbuda,ATG,1993
1792,Antigua and Barbuda,ATG,1994
1835,Antigua and Barbuda,ATG,1995
1873,Antigua and Barbuda,ATG,1996
1905,Antigua and Barbuda,ATG,1997
1932,Antigua and Barbuda,ATG,1998
1956,Antigua and Barbuda,ATG,1999
1976,Antigua and Barbuda,ATG,2000
1998,Antigua and Barbuda,ATG,2001
2014,Antigua and Barbuda,ATG,2002
2028,Antigua and Barbuda,ATG,2003
2039,Antigua and Barbuda,ATG,2004
2052,Antigua and Barbuda,ATG,2005
2060,Antigua and Barbuda,ATG,2006
2069,Antigua and Barbuda,ATG,2007
2088,Antigua and Barbuda,ATG,2008
2121,Antigua and Barbuda,ATG,2009
2157,Antigua and Barbuda,ATG,2010
2197,Antigua and Barbuda,ATG,2011
2236,Antigua and Barbuda,ATG,2012
5141750,Argentina,ARG,1980
5176002,Argentina,ARG,1981
5222601,Argentina,ARG,1982
5270415,Argentina,ARG,1983
5318259,Argentina,ARG,1984
5375991,Argentina,ARG,1985
5427830,Argentina,ARG,1986
5483239,Argentina,ARG,1987
5547633,Argentina,ARG,1988
5627009,Argentina,ARG,1989
5711538,Argentina,ARG,1990
5788048,Argentina,ARG,1991
5862939,Argentina,ARG,1992
5937593,Argentina,ARG,1993
6008934,Argentina,ARG,1994
6091760,Argentina,ARG,1995
6175547,Argentina,ARG,1996
6210715,Argentina,ARG,1997
6231683,Argentina,ARG,1998
6266828,Argentina,ARG,1999
6315848,Argentina,ARG,2000
6378514,Argentina,ARG,2001
6460856,Argentina,ARG,2002
6530178,Argentina,ARG,2003
6578400,Argentina,ARG,2004
6598388,Argentina,ARG,2005
6543968,Argentina,ARG,2006
6478164,Argentina,ARG,2007
6416750,Argentina,ARG,2008
6348211,Argentina,ARG,2009
6218327,Argentina,ARG,2010
6085273,Argentina,ARG,2011
5987695,Argentina,ARG,2012
560278,Armenia,ARM,1980
576592,Armenia,ARM,1981
591772,Armenia,ARM,1982
606217,Armenia,ARM,1983
620530,Armenia,ARM,1984
635163,Armenia,ARM,1985
650468,Armenia,ARM,1986
666044,Armenia,ARM,1987
679682,Armenia,ARM,1988
688658,Armenia,ARM,1989
691309,Armenia,ARM,1990
686801,Armenia,ARM,1991
676808,Armenia,ARM,1992
663085,Armenia,ARM,1993
648834,Armenia,ARM,1994
637232,Armenia,ARM,1995
629091,Armenia,ARM,1996
619192,Armenia,ARM,1997
612686,Armenia,ARM,1998
609215,Armenia,ARM,1999
607845,Armenia,ARM,2000
605465,Armenia,ARM,2001
606408,Armenia,ARM,2002
609887,Armenia,ARM,2003
614375,Armenia,ARM,2004
618988,Armenia,ARM,2005
620158,Armenia,ARM,2006
620281,Armenia,ARM,2007
620155,Armenia,ARM,2008
620825,Armenia,ARM,2009
622517,Armenia,ARM,2010
626850,Armenia,ARM,2011
631086,Armenia,ARM,2012
3355016,Australia,AUS,1980
3364053,Australia,AUS,1981
3380260,Australia,AUS,1982
3391400,Australia,AUS,1983
3375172,Australia,AUS,1984
3353929,Australia,AUS,1985
3334770,Australia,AUS,1986
3321084,Australia,AUS,1987
3313344,Australia,AUS,1988
3317820,Australia,AUS,1989
3338082,Australia,AUS,1990
3360141,Australia,AUS,1991
3378500,Australia,AUS,1992
3396002,Australia,AUS,1993
3390339,Australia,AUS,1994
3382914,Australia,AUS,1995
3370175,Australia,AUS,1996
3350770,Australia,AUS,1997
3328343,Australia,AUS,1998
3285821,Australia,AUS,1999
3250473,Australia,AUS,2000
3222749,Australia,AUS,2001
3196807,Australia,AUS,2002
3166639,Australia,AUS,2003
3129217,Australia,AUS,2004
3087272,Australia,AUS,2005
3044524,Australia,AUS,2006
3006203,Australia,AUS,2007
2988559,Australia,AUS,2008
2979659,Australia,AUS,2009
2944091,Australia,AUS,2010
2938308,Australia,AUS,2011
2961263,Australia,AUS,2012
1564894,Austria,AUT,1980
1552093,Austria,AUT,1981
1555638,Austria,AUT,1982
1560443,Austria,AUT,1983
1575031,Austria,AUT,1984
1590228,Austria,AUT,1985
1610220,Austria,AUT,1986
1648263,Austria,AUT,1987
1690169,Austria,AUT,1988
1735826,Austria,AUT,1989
1782252,Austria,AUT,1990
1826640,Austria,AUT,1991
1860854,Austria,AUT,1992
1884044,Austria,AUT,1993
1886001,Austria,AUT,1994
1865505,Austria,AUT,1995
1838227,Austria,AUT,1996
1835214,Austria,AUT,1997
1891378,Austria,AUT,1998
1961512,Austria,AUT,1999
2020904,Austria,AUT,2000
2078882,Austria,AUT,2001
2125994,Austria,AUT,2002
2136144,Austria,AUT,2003
2132330,Austria,AUT,2004
2109607,Austria,AUT,2005
2080950,Austria,AUT,2006
2067054,Austria,AUT,2007
2064563,Austria,AUT,2008
2078843,Austria,AUT,2009
2088106,Austria,AUT,2010
2097089,Austria,AUT,2011
2109044,Austria,AUT,2012
814426,Azerbaijan,AZE,1980
840708,Azerbaijan,AZE,1981
867301,Azerbaijan,AZE,1982
893189,Azerbaijan,AZE,1983
916807,Azerbaijan,AZE,1984
937310,Azerbaijan,AZE,1985
955588,Azerbaijan,AZE,1986
970657,Azerbaijan,AZE,1987
984463,Azerbaijan,AZE,1988
999508,Azerbaijan,AZE,1989
1015868,Azerbaijan,AZE,1990
1035083,Azerbaijan,AZE,1991
1052460,Azerbaijan,AZE,1992
1067887,Azerbaijan,AZE,1993
1079956,Azerbaijan,AZE,1994
1088491,Azerbaijan,AZE,1995
1094683,Azerbaijan,AZE,1996
1099422,Azerbaijan,AZE,1997
1105618,Azerbaijan,AZE,1998
1116822,Azerbaijan,AZE,1999
1133760,Azerbaijan,AZE,2000
1156530,Azerbaijan,AZE,2001
1184983,Azerbaijan,AZE,2002
1218512,Azerbaijan,AZE,2003
1255303,Azerbaijan,AZE,2004
1297283,Azerbaijan,AZE,2005
1345112,Azerbaijan,AZE,2006
1395636,Azerbaijan,AZE,2007
1445241,Azerbaijan,AZE,2008
1493864,Azerbaijan,AZE,2009
1540019,Azerbaijan,AZE,2010
1582090,Azerbaijan,AZE,2011
1622189,Azerbaijan,AZE,2012
14684,Bahamas,BHS,1980
15054,Bahamas,BHS,1981
15431,Bahamas,BHS,1982
15819,Bahamas,BHS,1983
16168,Bahamas,BHS,1984
16511,Bahamas,BHS,1985
16867,Bahamas,BHS,1986
17236,Bahamas,BHS,1987
17626,Bahamas,BHS,1988
18017,Bahamas,BHS,1989
18466,Bahamas,BHS,1990
19009,Bahamas,BHS,1991
19629,Bahamas,BHS,1992
20273,Bahamas,BHS,1993
20887,Bahamas,BHS,1994
21441,Bahamas,BHS,1995
21918,Bahamas,BHS,1996
21664,Bahamas,BHS,1997
21515,Bahamas,BHS,1998
21511,Bahamas,BHS,1999
21679,Bahamas,BHS,2000
22015,Bahamas,BHS,2001
22493,Bahamas,BHS,2002
23096,Bahamas,BHS,2003
23759,Bahamas,BHS,2004
24416,Bahamas,BHS,2005
25064,Bahamas,BHS,2006
25729,Bahamas,BHS,2007
26434,Bahamas,BHS,2008
27186,Bahamas,BHS,2009
27931,Bahamas,BHS,2010
28657,Bahamas,BHS,2011
29346,Bahamas,BHS,2012
40835,Bahrain,BHR,1980
43047,Bahrain,BHR,1981
44536,Bahrain,BHR,1982
45624,Bahrain,BHR,1983
46495,Bahrain,BHR,1984
47316,Bahrain,BHR,1985
48101,Bahrain,BHR,1986
48804,Bahrain,BHR,1987
49495,Bahrain,BHR,1988
50105,Bahrain,BHR,1989
50728,Bahrain,BHR,1990
51565,Bahrain,BHR,1991
52978,Bahrain,BHR,1992
54518,Bahrain,BHR,1993
56040,Bahrain,BHR,1994
57493,Bahrain,BHR,1995
58814,Bahrain,BHR,1996
59543,Bahrain,BHR,1997
59966,Bahrain,BHR,1998
58489,Bahrain,BHR,1999
57985,Bahrain,BHR,2000
58916,Bahrain,BHR,2001
64235,Bahrain,BHR,2002
71990,Bahrain,BHR,2003
83000,Bahrain,BHR,2004
97778,Bahrain,BHR,2005
116897,Bahrain,BHR,2006
139652,Bahrain,BHR,2007
160060,Bahrain,BHR,2008
177840,Bahrain,BHR,2009
190737,Bahrain,BHR,2010
197864,Bahrain,BHR,2011
200159,Bahrain,BHR,2012
11293245,Bangladesh,BGD,1980
11582130,Bangladesh,BGD,1981
11887603,Bangladesh,BGD,1982
12209960,Bangladesh,BGD,1983
12543836,Bangladesh,BGD,1984
12888980,Bangladesh,BGD,1985
13251651,Bangladesh,BGD,1986
13629358,Bangladesh,BGD,1987
14015215,Bangladesh,BGD,1988
14403888,Bangladesh,BGD,1989
14786930,Bangladesh,BGD,1990
15161601,Bangladesh,BGD,1991
15523009,Bangladesh,BGD,1992
15885115,Bangladesh,BGD,1993
16267239,Bangladesh,BGD,1994
16670371,Bangladesh,BGD,1995
17095713,Bangladesh,BGD,1996
17553987,Bangladesh,BGD,1997
18016354,Bangladesh,BGD,1998
18503259,Bangladesh,BGD,1999
19014894,Bangladesh,BGD,2000
19575053,Bangladesh,BGD,2001
20180474,Bangladesh,BGD,2002
21008853,Bangladesh,BGD,2003
21630563,Bangladesh,BGD,2004
22035646,Bangladesh,BGD,2005
22330758,Bangladesh,BGD,2006
22540179,Bangladesh,BGD,2007
22693137,Bangladesh,BGD,2008
22869372,Bangladesh,BGD,2009
23204268,Bangladesh,BGD,2010
23586140,Bangladesh,BGD,2011
24013742,Bangladesh,BGD,2012
11786,Barbados,BRB,1980
12000,Barbados,BRB,1981
12290,Barbados,BRB,1982
12605,Barbados,BRB,1983
12889,Barbados,BRB,1984
13132,Barbados,BRB,1985
13287,Barbados,BRB,1986
13394,Barbados,BRB,1987
13457,Barbados,BRB,1988
13480,Barbados,BRB,1989
13509,Barbados,BRB,1990
13532,Barbados,BRB,1991
13581,Barbados,BRB,1992
13604,Barbados,BRB,1993
13632,Barbados,BRB,1994
13663,Barbados,BRB,1995
13686,Barbados,BRB,1996
13636,Barbados,BRB,1997
13574,Barbados,BRB,1998
13515,Barbados,BRB,1999
13471,Barbados,BRB,2000
13467,Barbados,BRB,2001
13491,Barbados,BRB,2002
13524,Barbados,BRB,2003
13543,Barbados,BRB,2004
13551,Barbados,BRB,2005
13560,Barbados,BRB,2006
13576,Barbados,BRB,2007
13616,Barbados,BRB,2008
13687,Barbados,BRB,2009
13748,Barbados,BRB,2010
13802,Barbados,BRB,2011
13827,Barbados,BRB,2012
2025347,Belarus,BLR,1980
2063107,Belarus,BLR,1981
2100275,Belarus,BLR,1982
2134678,Belarus,BLR,1983
2166956,Belarus,BLR,1984
2198602,Belarus,BLR,1985
2231899,Belarus,BLR,1986
2263766,Belarus,BLR,1987
2294239,Belarus,BLR,1988
2324748,Belarus,BLR,1989
2347529,Belarus,BLR,1990
2368324,Belarus,BLR,1991
2390063,Belarus,BLR,1992
2407585,Belarus,BLR,1993
2406203,Belarus,BLR,1994
2397560,Belarus,BLR,1995
2396350,Belarus,BLR,1996
2377781,Belarus,BLR,1997
2358410,Belarus,BLR,1998
2338979,Belarus,BLR,1999
2320364,Belarus,BLR,2000
2271072,Belarus,BLR,2001
2214387,Belarus,BLR,2002
2158715,Belarus,BLR,2003
2113621,Belarus,BLR,2004
2078616,Belarus,BLR,2005
2053342,Belarus,BLR,2006
2039936,Belarus,BLR,2007
2041056,Belarus,BLR,2008
2046281,Belarus,BLR,2009
2062684,Belarus,BLR,2010
2117626,Belarus,BLR,2011
2174988,Belarus,BLR,2012
2545647,Belgium,BEL,1980
2537536,Belgium,BEL,1981
2530240,Belgium,BEL,1982
2524578,Belgium,BEL,1983
2516760,Belgium,BEL,1984
2509189,Belgium,BEL,1985
2501932,Belgium,BEL,1986
2495593,Belgium,BEL,1987
2502907,Belgium,BEL,1988
2509722,Belgium,BEL,1989
2506725,Belgium,BEL,1990
2512019,Belgium,BEL,1991
2531070,Belgium,BEL,1992
2557634,Belgium,BEL,1993
2578992,Belgium,BEL,1994
2572843,Belgium,BEL,1995
2557226,Belgium,BEL,1996
2512106,Belgium,BEL,1997
2457552,Belgium,BEL,1998
2392982,Belgium,BEL,1999
2301099,Belgium,BEL,2000
2228574,Belgium,BEL,2001
2205239,Belgium,BEL,2002
2176689,Belgium,BEL,2003
2161006,Belgium,BEL,2004
2172518,Belgium,BEL,2005
2203645,Belgium,BEL,2006
2242630,Belgium,BEL,2007
2285456,Belgium,BEL,2008
2331401,Belgium,BEL,2009
2349914,Belgium,BEL,2010
2362174,Belgium,BEL,2011
2371022,Belgium,BEL,2012
8538,Belize,BLZ,1980
8686,Belize,BLZ,1981
8861,Belize,BLZ,1982
9055,Belize,BLZ,1983
9263,Belize,BLZ,1984
9484,Belize,BLZ,1985
9707,Belize,BLZ,1986
9930,Belize,BLZ,1987
10147,Belize,BLZ,1988
10347,Belize,BLZ,1989
10530,Belize,BLZ,1990
10693,Belize,BLZ,1991
10851,Belize,BLZ,1992
11016,Belize,BLZ,1993
11224,Belize,BLZ,1994
11488,Belize,BLZ,1995
11815,Belize,BLZ,1996
12093,Belize,BLZ,1997
12419,Belize,BLZ,1998
12761,Belize,BLZ,1999
13092,Belize,BLZ,2000
13404,Belize,BLZ,2001
13720,Belize,BLZ,2002
14032,Belize,BLZ,2003
14215,Belize,BLZ,2004
14455,Belize,BLZ,2005
14897,Belize,BLZ,2006
15404,Belize,BLZ,2007
15997,Belize,BLZ,2008
16649,Belize,BLZ,2009
17344,Belize,BLZ,2010
18079,Belize,BLZ,2011
18827,Belize,BLZ,2012
193028,Benin,BEN,1980
194339,Benin,BEN,1981
195557,Benin,BEN,1982
198585,Benin,BEN,1983
201922,Benin,BEN,1984
205379,Benin,BEN,1985
209171,Benin,BEN,1986
214080,Benin,BEN,1987
219567,Benin,BEN,1988
226634,Benin,BEN,1989
234282,Benin,BEN,1990
242770,Benin,BEN,1991
252593,Benin,BEN,1992
263179,Benin,BEN,1993
273986,Benin,BEN,1994
283862,Benin,BEN,1995
292713,Benin,BEN,1996
297028,Benin,BEN,1997
302132,Benin,BEN,1998
308534,Benin,BEN,1999
316350,Benin,BEN,2000
324991,Benin,BEN,2001
332038,Benin,BEN,2002
340079,Benin,BEN,2003
348574,Benin,BEN,2004
357650,Benin,BEN,2005
367196,Benin,BEN,2006
376316,Benin,BEN,2007
386204,Benin,BEN,2008
398555,Benin,BEN,2009
411762,Benin,BEN,2010
425477,Benin,BEN,2011
439181,Benin,BEN,2012
28483,Bhutan,BTN,1980
29048,Bhutan,BTN,1981
29494,Bhutan,BTN,1982
29852,Bhutan,BTN,1983
30277,Bhutan,BTN,1984
30835,Bhutan,BTN,1985
31557,Bhutan,BTN,1986
32322,Bhutan,BTN,1987
33115,Bhutan,BTN,1988
33616,Bhutan,BTN,1989
33680,Bhutan,BTN,1990
33294,Bhutan,BTN,1991
32533,Bhutan,BTN,1992
31590,Bhutan,BTN,1993
30844,Bhutan,BTN,1994
30466,Bhutan,BTN,1995
30538,Bhutan,BTN,1996
31034,Bhutan,BTN,1997
31917,Bhutan,BTN,1998
33189,Bhutan,BTN,1999
34820,Bhutan,BTN,2000
36800,Bhutan,BTN,2001
39086,Bhutan,BTN,2002
41592,Bhutan,BTN,2003
44095,Bhutan,BTN,2004
46464,Bhutan,BTN,2005
48600,Bhutan,BTN,2006
50545,Bhutan,BTN,2007
52339,Bhutan,BTN,2008
54024,Bhutan,BTN,2009
55597,Bhutan,BTN,2010
57122,Bhutan,BTN,2011
58540,Bhutan,BTN,2012
1025503,Bolivia,BOL,1980
1052926,Bolivia,BOL,1981
1081030,Bolivia,BOL,1982
1109903,Bolivia,BOL,1983
1140060,Bolivia,BOL,1984
1171517,Bolivia,BOL,1985
1204044,Bolivia,BOL,1986
1238373,Bolivia,BOL,1987
1274543,Bolivia,BOL,1988
1312187,Bolivia,BOL,1989
1351482,Bolivia,BOL,1990
1392495,Bolivia,BOL,1991
1435769,Bolivia,BOL,1992
1481886,Bolivia,BOL,1993
1530580,Bolivia,BOL,1994
1581687,Bolivia,BOL,1995
1635755,Bolivia,BOL,1996
1644158,Bolivia,BOL,1997
1665323,Bolivia,BOL,1998
1694005,Bolivia,BOL,1999
1725970,Bolivia,BOL,2000
1756645,Bolivia,BOL,2001
1782027,Bolivia,BOL,2002
1797885,Bolivia,BOL,2003
1800901,Bolivia,BOL,2004
1737289,Bolivia,BOL,2005
1670317,Bolivia,BOL,2006
1609085,Bolivia,BOL,2007
1562181,Bolivia,BOL,2008
1569468,Bolivia,BOL,2009
1589945,Bolivia,BOL,2010
1620867,Bolivia,BOL,2011
1660006,Bolivia,BOL,2012
1076920,Bosnia and Herzegovina,BIH,1980
1108744,Bosnia and Herzegovina,BIH,1981
1139323,Bosnia and Herzegovina,BIH,1982
1168564,Bosnia and Herzegovina,BIH,1983
1198546,Bosnia and Herzegovina,BIH,1984
1229880,Bosnia and Herzegovina,BIH,1985
1264976,Bosnia and Herzegovina,BIH,1986
1300852,Bosnia and Herzegovina,BIH,1987
1329497,Bosnia and Herzegovina,BIH,1988
1340022,Bosnia and Herzegovina,BIH,1989
1323463,Bosnia and Herzegovina,BIH,1990
1277152,Bosnia and Herzegovina,BIH,1991
1207447,Bosnia and Herzegovina,BIH,1992
1128694,Bosnia and Herzegovina,BIH,1993
1061296,Bosnia and Herzegovina,BIH,1994
1019873,Bosnia and Herzegovina,BIH,1995
1017063,Bosnia and Herzegovina,BIH,1996
1036609,Bosnia and Herzegovina,BIH,1997
1067337,Bosnia and Herzegovina,BIH,1998
1096090,Bosnia and Herzegovina,BIH,1999
1112576,Bosnia and Herzegovina,BIH,2000
1114690,Bosnia and Herzegovina,BIH,2001
1106823,Bosnia and Herzegovina,BIH,2002
1085445,Bosnia and Herzegovina,BIH,2003
1068720,Bosnia and Herzegovina,BIH,2004
1054282,Bosnia and Herzegovina,BIH,2005
1041958,Bosnia and Herzegovina,BIH,2006
1031005,Bosnia and Herzegovina,BIH,2007
1021647,Bosnia and Herzegovina,BIH,2008
1013015,Bosnia and Herzegovina,BIH,2009
1005869,Bosnia and Herzegovina,BIH,2010
1001131,Bosnia and Herzegovina,BIH,2011
1000678,Bosnia and Herzegovina,BIH,2012
82433,Botswana,BWA,1980
84971,Botswana,BWA,1981
87346,Botswana,BWA,1982
89563,Botswana,BWA,1983
91895,Botswana,BWA,1984
94500,Botswana,BWA,1985
97318,Botswana,BWA,1986
100190,Botswana,BWA,1987
102815,Botswana,BWA,1988
105501,Botswana,BWA,1989
108491,Botswana,BWA,1990
111779,Botswana,BWA,1991
115400,Botswana,BWA,1992
119244,Botswana,BWA,1993
123288,Botswana,BWA,1994
127249,Botswana,BWA,1995
131228,Botswana,BWA,1996
135046,Botswana,BWA,1997
138645,Botswana,BWA,1998
141942,Botswana,BWA,1999
145021,Botswana,BWA,2000
148054,Botswana,BWA,2001
150967,Botswana,BWA,2002
153882,Botswana,BWA,2003
156791,Botswana,BWA,2004
159891,Botswana,BWA,2005
163144,Botswana,BWA,2006
166448,Botswana,BWA,2007
169842,Botswana,BWA,2008
172700,Botswana,BWA,2009
175157,Botswana,BWA,2010
177328,Botswana,BWA,2011
179346,Botswana,BWA,2012
14953288,Brazil,BRA,1980
14946760,Brazil,BRA,1981
15109090,Brazil,BRA,1982
15546768,Brazil,BRA,1983
15956306,Brazil,BRA,1984
16248511,Brazil,BRA,1985
16317934,Brazil,BRA,1986
16398271,Brazil,BRA,1987
16604942,Brazil,BRA,1988
16830212,Brazil,BRA,1989
17263531,Brazil,BRA,1990
17700770,Brazil,BRA,1991
18219195,Brazil,BRA,1992
18651527,Brazil,BRA,1993
18996374,Brazil,BRA,1994
19271120,Brazil,BRA,1995
19569507,Brazil,BRA,1996
19686619,Brazil,BRA,1997
19912282,Brazil,BRA,1998
20214433,Brazil,BRA,1999
20414895,Brazil,BRA,2000
20635005,Brazil,BRA,2001
20829098,Brazil,BRA,2002
21057721,Brazil,BRA,2003
21045994,Brazil,BRA,2004
21006077,Brazil,BRA,2005
20918224,Brazil,BRA,2006
20738291,Brazil,BRA,2007
20612448,Brazil,BRA,2008
20627616,Brazil,BRA,2009
20588408,Brazil,BRA,2010
20620992,Brazil,BRA,2011
20734652,Brazil,BRA,2012
13758,Brunei,BRN,1980
14278,Brunei,BRN,1981
14746,Brunei,BRN,1982
15216,Brunei,BRN,1983
15741,Brunei,BRN,1984
16376,Brunei,BRN,1985
17137,Brunei,BRN,1986
17993,Brunei,BRN,1987
18895,Brunei,BRN,1988
19793,Brunei,BRN,1989
20634,Brunei,BRN,1990
21400,Brunei,BRN,1991
22099,Brunei,BRN,1992
22759,Brunei,BRN,1993
23420,Brunei,BRN,1994
24098,Brunei,BRN,1995
24789,Brunei,BRN,1996
25546,Brunei,BRN,1997
26369,Brunei,BRN,1998
27161,Brunei,BRN,1999
27881,Brunei,BRN,2000
28528,Brunei,BRN,2001
29119,Brunei,BRN,2002
29652,Brunei,BRN,2003
30173,Brunei,BRN,2004
30733,Brunei,BRN,2005
31296,Brunei,BRN,2006
31895,Brunei,BRN,2007
32549,Brunei,BRN,2008
33233,Brunei,BRN,2009
33902,Brunei,BRN,2010
34587,Brunei,BRN,2011
35269,Brunei,BRN,2012
2010081,Bulgaria,BGR,1980
2022897,Bulgaria,BGR,1981
2034475,Bulgaria,BGR,1982
2045228,Bulgaria,BGR,1983
2053082,Bulgaria,BGR,1984
2052877,Bulgaria,BGR,1985
2046549,Bulgaria,BGR,1986
2040770,Bulgaria,BGR,1987
2034427,Bulgaria,BGR,1988
2019140,Bulgaria,BGR,1989
1994521,Bulgaria,BGR,1990
1971441,Bulgaria,BGR,1991
1951521,Bulgaria,BGR,1992
1946445,Bulgaria,BGR,1993
1958216,Bulgaria,BGR,1994
1973833,Bulgaria,BGR,1995
1997706,Bulgaria,BGR,1996
2051526,Bulgaria,BGR,1997
2132214,Bulgaria,BGR,1998
2223427,Bulgaria,BGR,1999
2312884,Bulgaria,BGR,2000
2393072,Bulgaria,BGR,2001
2461996,Bulgaria,BGR,2002
2515156,Bulgaria,BGR,2003
2543840,Bulgaria,BGR,2004
2545086,Bulgaria,BGR,2005
2517527,Bulgaria,BGR,2006
2467249,Bulgaria,BGR,2007
2406849,Bulgaria,BGR,2008
2339718,Bulgaria,BGR,2009
2239113,Bulgaria,BGR,2010
2148719,Bulgaria,BGR,2011
